timestamp,open,high,low,close,volume,turnover
2025-06-23 02:30:00,540.0,540.0,540.0,540.0,0.54,291.6
2025-06-23 02:35:00,540.0,540.0,540.0,540.0,0.58,313.2
2025-06-23 02:40:00,540.0,540.8,518.5,518.5,9.26,4965.142
2025-06-23 02:45:00,518.5,530.0,510.0,510.0,4.27,2232.28
2025-06-23 02:50:00,510.0,530.0,510.0,530.0,0.18,95.4
2025-06-23 02:55:00,530.0,530.0,510.0,510.0,0.91,464.1
2025-06-23 03:00:00,510.0,510.0,510.0,510.0,0.5,255.0
2025-06-23 03:05:00,510.0,510.0,510.0,510.0,0.08,40.8
2025-06-23 03:10:00,510.0,510.0,510.0,510.0,0.0,0.0
2025-06-23 03:15:00,510.0,530.0,510.0,530.0,0.05,26.5
2025-06-23 03:20:00,530.0,562.5,520.0,562.5,108.74,60138.331
2025-06-23 03:25:00,562.5,562.5,530.0,530.0,6.04,3290.3
2025-06-23 03:30:00,530.0,551.2,530.0,551.2,6.98,3843.812
2025-06-23 03:35:00,551.2,573.4,550.0,550.0,39.49,22482.402
2025-06-23 03:40:00,550.0,550.0,520.0,530.0,10.09,5361.3
2025-06-23 03:45:00,530.0,530.0,530.0,530.0,1.24,657.2
2025-06-23 03:50:00,530.0,530.0,530.0,530.0,1.16,614.8
2025-06-23 03:55:00,530.0,540.0,520.0,520.0,4.1,2150.7
2025-06-23 04:00:00,520.0,540.8,520.0,520.0,51.7,27382.716
2025-06-23 04:05:00,520.0,540.8,520.0,540.8,6.13,3280.652
2025-06-23 04:10:00,540.8,540.8,520.0,540.0,5.19,2729.7
2025-06-23 04:15:00,540.0,540.0,540.0,540.0,0.64,345.6
2025-06-23 04:20:00,540.0,540.0,540.0,540.0,0.54,291.6
2025-06-23 04:25:00,540.0,540.0,520.0,520.0,0.8,429.8
2025-06-23 04:30:00,520.0,540.8,520.0,540.8,1.38,745.472
2025-06-23 04:35:00,540.8,540.8,520.0,540.0,4.89,2574.1
2025-06-23 04:40:00,540.0,540.0,520.0,520.0,3.96,2059.2
2025-06-23 04:45:00,520.0,540.0,520.0,540.0,0.81,437.4
2025-06-23 04:50:00,540.0,540.0,520.0,520.0,0.75,390.0
2025-06-23 04:55:00,520.0,530.0,520.0,530.0,2.93,1552.9
2025-06-23 05:00:00,530.0,530.0,503.5,511.0,0.53,268.92
2025-06-23 05:05:00,511.0,530.0,511.0,530.0,3.47,1804.24
2025-06-23 05:10:00,530.0,530.0,503.5,503.5,3.51,1790.64
2025-06-23 05:15:00,503.5,523.6,503.5,523.6,5.6,2918.282
2025-06-23 05:20:00,523.6,523.6,500.0,500.0,5.27,2667.31
2025-06-23 05:25:00,500.0,520.0,500.0,520.0,6.65,3456.11
2025-06-23 05:30:00,520.0,520.0,496.5,496.5,4.54,2301.68
2025-06-23 05:35:00,496.5,516.4,496.5,516.4,6.6,3385.938
2025-06-23 05:40:00,516.4,516.4,496.5,496.5,3.33,1665.0
2025-06-23 05:45:00,496.5,516.4,496.5,516.4,5.14,2631.994
2025-06-23 05:50:00,516.4,516.4,496.5,516.4,13.87,7085.554
2025-06-23 05:55:00,516.4,516.4,496.5,496.5,3.33,1665.0
2025-06-23 06:00:00,496.5,510.0,496.5,510.0,3.1,1579.83
2025-06-23 06:05:00,510.0,520.0,496.5,496.5,6.39,3252.19
2025-06-23 06:10:00,496.5,516.4,496.5,516.4,4.32,2208.546
2025-06-23 06:15:00,516.4,516.4,496.5,496.5,3.33,1665.0
2025-06-23 06:20:00,496.5,516.4,496.5,500.0,8.76,4454.76
2025-06-23 06:25:00,500.0,511.0,490.0,490.0,3.25,1596.58
2025-06-23 06:30:00,490.0,509.6,490.0,509.6,7.15,3642.542
2025-06-23 06:35:00,509.6,509.6,489.0,489.0,0.4,196.99
2025-06-23 06:40:00,489.0,500.0,489.0,500.0,2.44,1219.37
2025-06-23 06:45:00,500.0,500.0,480.0,480.0,0.71,342.69
2025-06-23 06:50:00,480.0,480.0,460.0,460.0,5.53,2577.37
2025-06-23 06:55:00,460.0,478.4,460.0,478.4,5.57,2663.986
2025-06-23 07:00:00,478.4,478.4,459.5,459.5,1.13,520.97
2025-06-23 07:05:00,459.5,470.0,459.5,470.0,1.83,859.56
2025-06-23 07:10:00,470.0,470.0,450.0,450.0,2.03,915.66
2025-06-23 07:15:00,450.0,468.0,450.0,468.0,7.12,3330.45
2025-06-23 07:20:00,468.0,468.0,445.0,445.0,1.84,829.26
2025-06-23 07:25:00,445.0,462.9,445.0,462.9,3.92,1803.471
2025-06-23 07:30:00,462.9,462.9,445.0,445.0,3.33,1498.05
2025-06-23 07:35:00,445.0,462.8,445.0,462.8,3.75,1724.736
2025-06-23 07:40:00,462.8,480.0,459.5,459.5,10.95,5144.34
2025-06-23 07:45:00,459.5,470.0,459.5,470.0,0.86,403.66
2025-06-23 07:50:00,470.0,470.0,450.0,450.0,3.24,1460.16
2025-06-23 07:55:00,450.0,468.1,450.0,468.1,6.87,3214.101
2025-06-23 08:00:00,468.1,470.0,450.0,450.0,0.59,270.46
2025-06-23 08:05:00,450.0,460.0,437.5,460.0,8.26,3754.361
2025-06-23 08:10:00,460.0,470.0,430.5,470.0,4.35,1993.14
2025-06-23 08:15:00,470.0,470.0,430.5,430.5,3.83,1719.78
2025-06-23 08:20:00,430.5,452.5,430.5,452.5,0.4,176.95
2025-06-23 08:25:00,452.5,452.5,423.0,423.0,0.7,302.38
2025-06-23 08:30:00,423.0,423.0,415.5,423.0,0.2,83.25
2025-06-23 08:35:00,423.0,423.0,408.5,423.0,0.47,194.85
2025-06-23 08:40:00,423.0,423.0,408.5,415.5,0.26,106.77
2025-06-23 08:45:00,415.5,423.0,401.0,423.0,0.5,204.18
2025-06-23 08:50:00,423.0,423.0,408.5,415.5,0.36,148.32
2025-06-23 08:55:00,415.5,430.5,401.0,430.5,0.48,197.25
2025-06-23 09:00:00,430.5,430.5,430.5,430.5,0.0,0.0
2025-06-23 09:05:00,430.5,470.0,430.5,460.0,6.0,2769.45
2025-06-23 09:10:00,460.0,462.8,445.0,462.8,19.83,9115.836
2025-06-23 09:15:00,462.8,462.8,450.0,459.5,0.97,437.425
2025-06-23 09:20:00,459.5,470.0,459.5,470.0,1.87,876.995
2025-06-23 09:25:00,470.0,470.0,450.0,460.0,2.81,1268.77
2025-06-23 09:30:00,460.0,460.0,460.0,460.0,2.48,1140.8
2025-06-23 09:35:00,460.0,470.0,459.5,459.5,0.83,384.85
2025-06-23 09:40:00,459.5,459.5,450.0,450.0,0.39,177.47
2025-06-23 09:45:00,450.0,468.1,450.0,452.5,4.21,1965.067
2025-06-23 09:50:00,452.5,460.0,437.5,460.0,3.6,1620.635
2025-06-23 09:55:00,460.0,460.0,437.5,437.5,0.46,205.3
2025-06-23 10:00:00,437.5,480.0,437.5,467.0,7.58,3547.73
2025-06-23 10:05:00,467.0,467.0,450.0,450.0,6.38,2904.22
2025-06-23 10:10:00,450.0,470.0,450.0,470.0,4.4,2035.87
2025-06-23 10:15:00,470.0,470.0,450.0,459.5,3.62,1635.7
2025-06-23 10:20:00,459.5,470.0,459.5,470.0,3.44,1585.93
2025-06-23 10:25:00,470.0,470.0,450.0,460.0,3.58,1615.57
2025-06-23 10:30:00,460.0,480.0,460.0,480.0,5.15,2395.67
2025-06-23 10:35:00,480.0,480.0,459.5,467.0,3.36,1546.98
2025-06-23 10:40:00,467.0,470.0,467.0,470.0,2.02,948.95
2025-06-23 10:45:00,470.0,508.0,450.0,508.0,14.14,6866.754
2025-06-23 10:50:00,508.0,508.0,489.0,500.0,3.52,1727.06
2025-06-23 10:55:00,500.0,500.0,480.0,480.0,3.33,1600.29
2025-06-23 11:00:00,480.0,499.3,480.0,499.3,5.66,2796.059
2025-06-23 11:05:00,499.3,499.3,474.5,481.5,3.53,1695.33
2025-06-23 11:10:00,481.5,500.0,481.5,500.0,3.83,1879.73
2025-06-23 11:15:00,500.0,500.0,480.0,490.0,3.57,1717.71
2025-06-23 11:20:00,490.0,500.0,490.0,500.0,3.47,1705.27
2025-06-23 11:25:00,500.0,500.0,480.0,480.0,3.33,1600.29
2025-06-23 11:30:00,480.0,500.0,480.0,500.0,5.19,2562.69
2025-06-23 11:35:00,500.0,500.0,480.0,490.0,3.64,1752.01
2025-06-23 11:40:00,490.0,490.0,474.5,474.5,2.35,1149.505
2025-06-23 11:45:00,474.5,493.5,474.5,493.5,5.85,2883.715
2025-06-23 11:50:00,493.5,493.5,470.0,470.0,6.27,2979.345
2025-06-23 11:55:00,470.0,510.0,470.0,496.5,8.01,3919.885
2025-06-23 12:00:00,496.5,496.5,480.0,480.0,6.45,3130.065
2025-06-23 12:05:00,480.0,496.5,480.0,496.5,3.18,1558.215
2025-06-23 12:10:00,496.5,496.5,474.5,474.5,3.33,1597.68
2025-06-23 12:15:00,474.5,500.0,474.5,481.5,5.34,2632.115
2025-06-23 12:20:00,481.5,481.5,480.0,480.0,2.28,1094.64
2025-06-23 12:25:00,480.0,500.0,480.0,500.0,0.43,212.39
2025-06-23 12:30:00,500.0,500.0,480.0,480.0,1.21,582.69
2025-06-23 12:35:00,480.0,490.0,480.0,490.0,1.29,631.92
2025-06-23 12:40:00,490.0,490.0,467.0,467.0,3.51,1652.04
2025-06-23 12:45:00,467.0,510.0,467.0,510.0,7.27,3550.1
2025-06-23 12:50:00,510.0,510.0,489.0,489.0,3.33,1632.69
2025-06-23 12:55:00,489.0,489.0,470.0,489.0,5.0,2387.31
2025-06-23 13:00:00,489.0,489.0,474.5,474.5,0.03,14.235
2025-06-23 13:05:00,474.5,493.5,474.5,493.5,5.27,2590.17
2025-06-23 13:10:00,493.5,493.5,480.0,480.0,1.7,816.27
2025-06-23 13:15:00,480.0,500.0,480.0,500.0,0.39,192.39
2025-06-23 13:20:00,500.0,500.0,480.0,480.0,1.81,870.69
2025-06-23 13:25:00,480.0,490.0,480.0,490.0,1.85,906.32
2025-06-23 13:30:00,490.0,490.0,467.0,467.0,2.13,1003.305
2025-06-23 13:35:00,467.0,500.0,467.0,500.0,7.43,3632.07
2025-06-23 13:40:00,500.0,500.0,480.0,480.0,3.33,1600.29
2025-06-23 13:45:00,480.0,480.0,470.0,470.0,2.75,1293.31
2025-06-23 13:50:00,470.0,510.0,470.0,510.0,5.25,2600.59
2025-06-23 13:55:00,510.0,510.0,489.0,496.5,3.35,1642.62
2025-06-23 14:00:00,496.5,496.5,474.5,489.0,3.68,1767.48
2025-06-23 14:05:00,489.0,489.0,467.0,467.0,0.76,357.47
2025-06-23 14:10:00,467.0,500.0,467.0,500.0,8.13,3967.31
2025-06-23 14:15:00,500.0,500.0,480.0,480.0,3.33,1600.29
2025-06-23 14:20:00,480.0,480.0,470.0,470.0,1.43,672.91
2025-06-23 14:25:00,470.0,500.0,470.0,500.0,3.81,1869.36
2025-06-23 14:30:00,500.0,500.0,480.0,480.0,3.33,1600.29
2025-06-23 14:35:00,480.0,480.0,470.0,470.0,1.31,616.51
2025-06-23 14:40:00,470.0,488.9,470.0,488.9,3.64,1778.264
2025-06-23 14:45:00,488.9,500.0,467.0,500.0,8.62,4182.14
2025-06-23 14:50:00,500.0,500.0,480.0,480.0,6.3,3055.59
2025-06-23 14:55:00,480.0,499.4,480.0,499.4,3.53,1732.57
2025-06-23 15:00:00,499.4,499.4,474.5,474.5,3.51,1685.7
2025-06-23 15:05:00,474.5,493.5,474.5,493.5,5.01,2459.07
2025-06-23 15:10:00,493.5,493.5,470.0,480.0,6.42,3051.18
