timestamp,open,high,low,close,volume,turnover
2025-06-23 02:30:00,51.3705,51.3705,51.3705,51.3705,0,0.0
2025-06-23 02:35:00,51.3705,51.3705,27.3928,27.3928,3,82.1784
2025-06-23 02:40:00,27.3928,27.3928,27.3928,27.3928,0,0.0
2025-06-23 02:45:00,27.3928,27.3928,27.3928,27.3928,0,0.0
2025-06-23 02:50:00,27.3928,27.3928,27.3928,27.3928,0,0.0
2025-06-23 02:55:00,27.3928,27.3928,5.6754,5.7407,54,323.4227
2025-06-23 03:00:00,5.7407,5.9408,5.7407,5.8744,36,211.5458
2025-06-23 03:05:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 03:10:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 03:15:00,5.8744,5.9408,5.8081,5.9408,14,82.7731
2025-06-23 03:20:00,5.9408,5.9408,5.8744,5.8744,3,17.6232
2025-06-23 03:25:00,5.8744,5.9408,5.8081,5.9408,44,259.7355
2025-06-23 03:30:00,5.9408,5.9408,5.8744,5.8744,3,17.6232
2025-06-23 03:35:00,5.8744,5.9408,5.7407,5.7407,112,651.8892
2025-06-23 03:40:00,5.7407,5.8744,5.7407,5.8744,19,110.3495
2025-06-23 03:45:00,5.8744,5.9408,5.8081,5.8081,24,140.6545
2025-06-23 03:50:00,5.8081,5.8081,5.7417,5.7417,3,17.3579
2025-06-23 03:55:00,5.7417,5.9408,5.7417,5.9408,24,141.0526
2025-06-23 04:00:00,5.9408,6.0408,5.8744,5.8744,11,65.1763
2025-06-23 04:05:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 04:10:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 04:15:00,5.8744,5.9408,5.8744,5.8744,14,82.972
2025-06-23 04:20:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 04:25:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 04:30:00,5.8744,5.8744,5.8081,5.8081,3,17.5569
2025-06-23 04:35:00,5.8081,5.8081,5.8081,5.8081,3,17.4243
2025-06-23 04:40:00,5.8081,5.9408,5.6091,5.6091,43,245.959
2025-06-23 04:45:00,5.6091,5.6091,5.5427,5.5427,3,16.6945
2025-06-23 04:50:00,5.5427,5.71,5.5427,5.6091,111,632.3195
2025-06-23 04:55:00,5.6091,5.6754,5.5427,5.5427,13,72.984
2025-06-23 05:00:00,5.5427,5.8744,5.5427,5.8744,30,172.8489
2025-06-23 05:05:00,5.8744,5.9408,5.8744,5.8744,19,112.012
2025-06-23 05:10:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 05:15:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 05:20:00,5.8744,5.9408,5.8156,5.9408,14,82.9132
2025-06-23 05:25:00,5.9408,5.9408,5.8744,5.8744,3,17.6232
2025-06-23 05:30:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 05:35:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
2025-06-23 05:40:00,5.8744,5.8744,5.8081,5.8081,3,17.5569
2025-06-23 05:45:00,5.8081,5.8081,5.8081,5.8081,3,17.4243
2025-06-23 05:50:00,5.8081,5.8081,5.8081,5.8081,3,17.4243
2025-06-23 05:55:00,5.8081,5.9408,5.7417,5.7417,10,58.2135
2025-06-23 06:00:00,5.7417,6.0408,5.7417,5.8744,24,141.8755
2025-06-23 06:05:00,5.8744,5.8744,5.8744,5.8744,3,17.6232
