timestamp,open,high,low,close,volume,rsi,macd,ema_10,ema_20,bb_high,bb_low,volume_ema,future_return,label,pair
2025-01-03 02:00:00+00:00,1.027010440826416,1.0277491807937622,1.027010440826416,1.0275379419326782,0,35.472725794565704,0.00022444385142093935,1.0275865491311327,1.0291743115184326,1.0367240248319172,1.0222701372507548,0.0,0.0006169650539995519,0,EURUSD=X
2025-01-03 03:00:00+00:00,1.0275379419326782,1.0276435613632202,1.0271159410476685,1.0273269414901733,0,34.645243763177575,0.00026840532911566245,1.0275393477418673,1.0289983715157411,1.0355335141594137,1.0225341771667278,0.0,0.001028331567423546,1,EURUSD=X
2025-01-03 04:00:00+00:00,1.0273269414901733,1.0273269414901733,1.027010440826416,1.0272213220596313,0,34.21498913031674,0.0002957342366101219,1.0274815248905516,1.0288291287103974,1.0340971129515997,1.0230335456749566,0.0,0.0011312578210613822,1,EURUSD=X
2025-01-03 05:00:00+00:00,1.0272213220596313,1.0276435613632202,1.0267994403839111,1.0274324417114258,0,35.92784487592773,0.00033074505496789256,1.027472600676165,1.0286961109009716,1.0327323296729218,1.023600461178671,0.0,0.0018528256141741029,1,EURUSD=X
2025-01-03 06:00:00+00:00,1.0274324417114258,1.0281718969345093,1.0274324417114258,1.0281718969345093,0,41.65771977736972,0.00040169872826894626,1.0275997454504093,1.0286461857613085,1.0322167475379929,1.0237447063766494,0.0,0.00020568280488264534,0,EURUSD=X
2025-01-03 07:00:00+00:00,1.0280661582946777,1.0287007093429565,1.0272213220596313,1.0283833742141724,0,43.22157192425041,0.00045685130636638656,1.0277422234074571,1.0286211560901526,1.0311806909745094,1.0242812879378442,0.0,0.001648137962292573,1,EURUSD=X
2025-01-03 08:00:00+00:00,1.0287007093429565,1.0290182828903198,1.0275379419326782,1.0283833742141724,0,43.22157192425041,0.0004846716323517312,1.0278587962814052,1.028598510197202,1.0304184275993944,1.0246827167144177,0.0,0.0014418019394426551,1,EURUSD=X
2025-01-03 09:00:00+00:00,1.0283833742141724,1.0302904844284058,1.0282776355743408,1.0293360948562622,0,50.19655140556261,0.0005535979857280372,1.0281273960222883,1.0286687563552077,1.0297146867654958,1.025142185793098,0.0,0.00020591342116582645,0,EURUSD=X
2025-01-03 10:00:00+00:00,1.0294420719146729,1.0295480489730835,1.0281718969345093,1.0283833742141724,0,44.33168061423168,0.0005218129942883901,1.0281739375117216,1.0286415771036805,1.029143784096224,1.0254905247187784,0.0,0.0020610418462205793,1,EURUSD=X
2025-01-03 11:00:00+00:00,1.0283833742141724,1.0305029153823853,1.0283833742141724,1.0300782918930054,0,54.51368040542222,0.0005963470797040451,1.028520183762864,1.0287784070836161,1.029617591445371,1.025249628479556,0.0,-0.001029056733869771,-1,EURUSD=X
