timestamp,open,high,low,close,volume
2025-07-14 08:00:00,2.9565,3.0119,2.9275,2.9846,89514404.0
2025-07-14 07:00:00,2.926,2.9812,2.9241,2.9565,55453752.0
2025-07-14 06:00:00,2.9314,2.9346,2.8912,2.926,52034663.0
2025-07-14 05:00:00,2.94,2.9817,2.8777,2.9314,81945375.0
2025-07-14 04:00:00,2.927,2.9425,2.9191,2.94,27046846.0
2025-07-14 03:00:00,2.8872,2.9483,2.8855,2.927,52588194.0
2025-07-14 02:00:00,2.8549,2.898,2.8495,2.8872,46175394.0
2025-07-14 01:00:00,2.8459,2.8774,2.8379,2.8549,38341138.0
2025-07-14 00:00:00,2.8353,2.8481,2.8203,2.8459,21971495.0
2025-07-13 23:00:00,2.8138,2.8419,2.8113,2.8353,31407789.0
2025-07-13 22:00:00,2.801,2.825,2.7879,2.8138,32972582.0
2025-07-13 21:00:00,2.8488,2.8497,2.7626,2.801,46546147.0
2025-07-13 20:00:00,2.8461,2.867,2.833,2.8488,26810139.0
2025-07-13 19:00:00,2.8606,2.8768,2.844,2.8461,25209682.0
2025-07-13 18:00:00,2.86,2.8834,2.8443,2.8606,32373180.0
2025-07-13 17:00:00,2.8237,2.8621,2.8116,2.86,26571852.0
2025-07-13 16:00:00,2.8381,2.8519,2.8121,2.8237,27351800.0
2025-07-13 15:00:00,2.8443,2.8728,2.8078,2.8381,55541710.0
2025-07-13 14:00:00,2.8319,2.8943,2.8251,2.8443,87004320.0
2025-07-13 13:00:00,2.8206,2.8445,2.7988,2.8319,39095438.0
2025-07-13 12:00:00,2.7885,2.8292,2.7828,2.8206,43911624.0
2025-07-13 11:00:00,2.7764,2.792,2.775,2.7885,21450617.0
2025-07-13 10:00:00,2.7771,2.798,2.7716,2.7764,16196297.0
2025-07-13 09:00:00,2.7938,2.8025,2.7713,2.7771,23045300.0
2025-07-13 08:00:00,2.7988,2.8186,2.7815,2.7938,28969000.0
2025-07-13 07:00:00,2.7924,2.8076,2.7854,2.7988,20175938.0
2025-07-13 06:00:00,2.7708,2.8147,2.7682,2.7924,27686556.0
2025-07-13 05:00:00,2.7808,2.7883,2.766,2.7708,22667762.0
2025-07-13 04:00:00,2.7684,2.7834,2.7572,2.7808,14773548.0
2025-07-13 03:00:00,2.7764,2.7839,2.7621,2.7684,19811486.0
2025-07-13 02:00:00,2.7611,2.7865,2.7431,2.7764,23071303.0
2025-07-13 01:00:00,2.7391,2.7675,2.7338,2.7611,20156445.0
2025-07-13 00:00:00,2.7387,2.7562,2.7232,2.7391,24273659.0
2025-07-12 23:00:00,2.7375,2.7478,2.7208,2.7387,20973795.0
2025-07-12 22:00:00,2.7273,2.7387,2.7066,2.7375,13396163.0
2025-07-12 21:00:00,2.6846,2.736,2.6839,2.7273,20183443.0
2025-07-12 20:00:00,2.7375,2.738,2.683,2.6846,24185868.0
2025-07-12 19:00:00,2.7397,2.7531,2.7262,2.7375,19063129.0
2025-07-12 18:00:00,2.7244,2.7455,2.7191,2.7397,13460485.0
2025-07-12 17:00:00,2.7074,2.7398,2.7049,2.7244,24580525.0
2025-07-12 16:00:00,2.6814,2.7248,2.6692,2.7074,51044241.0
2025-07-12 15:00:00,2.757,2.7686,2.6626,2.6814,124045789.0
2025-07-12 14:00:00,2.7761,2.7986,2.7517,2.757,32858228.0
2025-07-12 13:00:00,2.7864,2.7888,2.7479,2.7761,42215107.0
2025-07-12 12:00:00,2.8065,2.8094,2.7549,2.7864,67811427.0
2025-07-12 11:00:00,2.8375,2.8489,2.7983,2.8065,48487932.0
2025-07-12 10:00:00,2.8214,2.848,2.809,2.8375,36629823.0
2025-07-12 09:00:00,2.7904,2.8265,2.7821,2.8214,34087983.0
2025-07-12 08:00:00,2.7683,2.7935,2.7664,2.7904,21211937.0
2025-07-12 07:00:00,2.7924,2.7947,2.7548,2.7683,25196551.0
2025-07-12 06:00:00,2.7894,2.797,2.7657,2.7924,20910331.0
2025-07-12 05:00:00,2.7762,2.8002,2.762,2.7894,26038641.0
2025-07-12 04:00:00,2.8016,2.8076,2.7697,2.7762,26076648.0
