timestamp,open,high,low,close,volume
2025-07-14 08:00:00,122741.2,122758.0,122275.0,122562.0,3419.78
2025-07-14 07:00:00,122120.0,123250.0,122074.2,122741.2,7132.437
2025-07-14 06:00:00,122446.2,122458.4,122018.1,122120.0,3591.347
2025-07-14 05:00:00,121385.5,122685.1,121112.7,122446.2,13094.534
2025-07-14 04:00:00,120725.0,121439.9,120509.2,121385.5,6491.662
2025-07-14 03:00:00,119615.0,121600.0,119553.9,120725.0,14624.86
2025-07-14 02:00:00,119054.9,120000.0,118926.1,119615.0,6081.689
2025-07-14 01:00:00,119033.9,119206.5,118859.2,119054.9,1662.04
2025-07-14 00:00:00,119050.2,119442.3,118877.8,119033.9,2537.379
2025-07-13 23:00:00,118464.7,119175.6,118335.1,119050.2,1988.872
2025-07-13 22:00:00,118599.0,118734.7,118168.2,118464.7,1933.235
2025-07-13 21:00:00,119018.3,119018.3,118430.0,118599.0,2015.828
2025-07-13 20:00:00,118918.6,119347.8,118778.9,119018.3,1460.002
2025-07-13 19:00:00,118939.4,119474.9,118857.2,118918.6,3198.313
2025-07-13 18:00:00,118631.9,119015.0,118520.0,118939.4,1363.202
2025-07-13 17:00:00,118461.6,118790.1,118320.0,118631.9,1434.469
2025-07-13 16:00:00,118623.0,118941.6,118441.2,118461.6,2186.713
2025-07-13 15:00:00,118700.0,119099.6,118475.0,118623.0,2873.454
2025-07-13 14:00:00,118556.2,119390.4,118293.3,118700.0,9810.433
2025-07-13 13:00:00,118365.9,118749.7,118073.3,118556.2,4287.368
2025-07-13 12:00:00,118029.9,118602.8,117929.6,118365.9,4749.209
2025-07-13 11:00:00,117715.3,118054.5,117715.2,118029.9,1198.27
2025-07-13 10:00:00,117695.5,117810.0,117687.0,117715.3,379.671
2025-07-13 09:00:00,117857.8,117863.3,117653.1,117695.5,666.153
2025-07-13 08:00:00,117950.8,117963.2,117703.9,117857.8,975.38
2025-07-13 07:00:00,117836.5,118023.0,117800.0,117950.8,1168.016
2025-07-13 06:00:00,117717.0,117950.0,117689.8,117836.5,722.116
2025-07-13 05:00:00,117834.9,117861.4,117638.7,117717.0,634.134
2025-07-13 04:00:00,117706.6,117852.0,117627.1,117834.9,617.191
2025-07-13 03:00:00,117556.9,117769.6,117527.8,117706.6,752.814
2025-07-13 02:00:00,117510.4,117787.9,117352.3,117556.9,974.163
2025-07-13 01:00:00,117258.7,117623.6,117173.3,117510.4,1466.796
2025-07-13 00:00:00,117369.9,117412.5,117192.0,117258.7,716.265
2025-07-12 23:00:00,117338.0,117427.7,117154.3,117369.9,653.888
2025-07-12 22:00:00,117445.1,117518.9,117254.0,117338.0,434.845
2025-07-12 21:00:00,116963.3,117515.0,116940.0,117445.1,1270.86
2025-07-12 20:00:00,117511.2,117511.2,116963.3,116963.3,952.439
2025-07-12 19:00:00,117464.9,117601.4,117395.3,117511.2,849.549
2025-07-12 18:00:00,117436.8,117482.2,117327.9,117464.9,672.767
2025-07-12 17:00:00,117152.6,117520.7,117130.4,117436.8,971.702
2025-07-12 16:00:00,117066.3,117350.0,117007.3,117152.6,1586.371
2025-07-12 15:00:00,117341.9,117420.0,116868.1,117066.3,4189.523
2025-07-12 14:00:00,117472.1,117701.7,117263.1,117341.9,2013.296
2025-07-12 13:00:00,117493.9,117523.5,117190.0,117472.1,2600.274
2025-07-12 12:00:00,117772.2,117825.8,117250.1,117493.9,3270.29
2025-07-12 11:00:00,118034.3,118075.0,117580.0,117772.2,2838.44
2025-07-12 10:00:00,118123.9,118123.9,117837.4,118034.3,1492.912
2025-07-12 09:00:00,117864.6,118195.1,117818.0,118123.9,2422.412
2025-07-12 08:00:00,117683.9,117902.9,117663.0,117864.6,1022.915
2025-07-12 07:00:00,117800.1,118035.2,117562.0,117683.9,1415.1
2025-07-12 06:00:00,117641.0,117954.2,117613.0,117800.1,973.485
2025-07-12 05:00:00,117619.2,117674.5,117456.2,117641.0,633.697
2025-07-12 04:00:00,117752.5,117843.8,117547.0,117619.2,719.601
2025-07-12 03:00:00,117572.9,117820.0,117572.8,117752.5,777.313
2025-07-12 02:00:00,117618.0,117779.7,117531.4,117572.9,742.01
2025-07-12 01:00:00,117379.3,117669.6,117379.3,117618.0,1086.569
2025-07-12 00:00:00,117508.8,117633.0,117101.9,117379.3,1665.771
2025-07-11 23:00:00,117590.5,117643.8,117410.7,117508.8,827.841
2025-07-11 22:00:00,117590.0,117643.6,117114.1,117590.5,2539.295
2025-07-11 21:00:00,117624.5,117864.6,117415.8,117590.0,1933.889
2025-07-11 20:00:00,118079.2,118079.3,117608.5,117624.5,2029.445
2025-07-11 19:00:00,117691.0,118117.7,117411.7,118079.2,3936.563
2025-07-11 18:00:00,117623.6,117733.6,117290.0,117691.0,1576.881
2025-07-11 17:00:00,117402.7,117758.9,117240.9,117623.6,2811.235
2025-07-11 16:00:00,116908.7,117464.4,116600.8,117402.7,5132.093
2025-07-11 15:00:00,117849.9,117969.9,116727.4,116908.7,6647.736
2025-07-11 14:00:00,117977.9,118166.7,117362.3,117849.9,3818.393
2025-07-11 13:00:00,117856.2,118176.7,117253.8,117977.9,6275.123
2025-07-11 12:00:00,117801.6,118224.9,117702.0,117856.2,2443.502
2025-07-11 11:00:00,117970.6,118100.9,117594.8,117801.6,2904.258
2025-07-11 10:00:00,118448.7,118448.7,117929.6,117970.6,3855.11
2025-07-11 09:00:00,117964.0,118849.9,117864.9,118448.7,5800.833
2025-07-11 08:00:00,117554.6,118144.6,117554.5,117964.0,2545.919
2025-07-11 07:00:00,117639.2,118091.4,117436.6,117554.6,4251.883
2025-07-11 06:00:00,117832.0,118386.4,117587.9,117639.2,5675.028
2025-07-11 05:00:00,116883.2,118387.0,116882.4,117832.0,12906.849
2025-07-11 04:00:00,116853.2,116917.3,116461.1,116883.2,3010.461
2025-07-11 03:00:00,116634.9,116941.4,116353.0,116853.2,2636.07
2025-07-11 02:00:00,115952.7,116772.6,115685.3,116634.9,3916.557
2025-07-11 01:00:00,115555.4,116071.6,115474.2,115952.7,1732.623
2025-07-11 00:00:00,115990.1,116065.7,115200.0,115555.4,3681.282
2025-07-10 23:00:00,115991.5,116091.5,115617.4,115990.1,2464.674
2025-07-10 22:00:00,116458.2,116485.5,115747.3,115991.5,6322.355
2025-07-10 21:00:00,113435.8,117896.7,113340.0,116458.2,32285.786
2025-07-10 20:00:00,113247.4,113557.3,113220.0,113435.8,2628.721
2025-07-10 19:00:00,113380.8,113642.9,113058.6,113247.4,4086.029
2025-07-10 18:00:00,113692.8,113715.8,112960.0,113380.8,5291.585
2025-07-10 17:00:00,112605.0,113789.3,112449.3,113692.8,14385.299
2025-07-10 16:00:00,111359.2,112696.4,111293.8,112605.0,12712.305
2025-07-10 15:00:00,111193.3,111379.2,110923.1,111359.2,2707.216
2025-07-10 14:00:00,110761.9,111282.2,110592.3,111193.3,4080.936
2025-07-10 13:00:00,110827.0,110996.6,110450.9,110761.9,3913.12
2025-07-10 12:00:00,110979.5,110979.5,110710.8,110827.0,2015.227
2025-07-10 11:00:00,111033.8,111136.1,110922.5,110979.5,927.275
2025-07-10 10:00:00,110993.7,111082.3,110825.0,111033.8,1426.527
2025-07-10 09:00:00,111195.3,111222.0,110956.0,110993.7,986.197
2025-07-10 08:00:00,111190.8,111366.0,111077.9,111195.3,1120.739
2025-07-10 07:00:00,111177.2,111421.2,111092.0,111190.8,1707.438
2025-07-10 06:00:00,111043.6,111274.2,111041.0,111177.2,2347.053
2025-07-10 05:00:00,111108.0,111134.4,110863.1,111043.6,1353.769
2025-07-10 04:00:00,111025.8,111146.3,110909.8,111108.0,1370.832
2025-07-10 03:00:00,111172.1,111172.2,110931.7,111025.8,1238.344
2025-07-10 02:00:00,111155.8,111524.7,111088.6,111172.1,1536.296
2025-07-10 01:00:00,110865.0,111322.1,110832.8,111155.8,1374.795
2025-07-10 00:00:00,111209.7,111300.0,110865.0,110865.0,1884.541
2025-07-09 23:00:00,111332.1,111485.0,111181.4,111209.7,1883.841
2025-07-09 22:00:00,110788.1,111384.0,110785.0,111332.1,3127.917
2025-07-09 21:00:00,110671.9,111248.1,110630.0,110788.1,3651.74
2025-07-09 20:00:00,111702.6,111914.2,110530.0,110671.9,9481.88
2025-07-09 19:00:00,109490.8,111999.0,109442.0,111702.6,20489.729
2025-07-09 18:00:00,109106.1,109539.9,109073.1,109490.8,3014.137
2025-07-09 17:00:00,109350.0,109400.0,108968.8,109106.1,1914.583
2025-07-09 16:00:00,109009.9,109437.6,108970.8,109350.0,2777.874
2025-07-09 15:00:00,108838.1,109175.0,108731.4,109009.9,3195.328
2025-07-09 14:00:00,109144.4,109437.0,108447.8,108838.1,7547.564
2025-07-09 13:00:00,109298.6,109746.0,109080.1,109144.4,5999.292
2025-07-09 12:00:00,109018.9,109496.6,108935.3,109298.6,5061.503
2025-07-09 11:00:00,108869.3,109090.0,108869.2,109018.9,2008.288
2025-07-09 10:00:00,108707.3,108869.3,108657.0,108869.3,762.732
2025-07-09 09:00:00,108624.2,108749.9,108527.3,108707.3,838.649
2025-07-09 08:00:00,108671.7,108812.3,108598.7,108624.2,961.976
2025-07-09 07:00:00,108793.0,108842.6,108625.1,108671.7,666.765
2025-07-09 06:00:00,108729.4,108819.4,108621.3,108793.0,842.546
2025-07-09 05:00:00,108503.5,108900.0,108434.1,108729.4,2629.222
2025-07-09 04:00:00,108312.6,108524.0,108263.4,108503.5,1123.524
2025-07-09 03:00:00,108573.6,108624.0,108284.8,108312.6,1457.151
2025-07-09 02:00:00,108732.3,108805.5,108540.5,108573.6,796.487
2025-07-09 01:00:00,108896.7,109093.0,108666.0,108732.3,1717.139
2025-07-09 00:00:00,108881.9,108906.3,108737.0,108896.7,750.866
2025-07-08 23:00:00,108853.1,108929.9,108762.5,108881.9,779.706
2025-07-08 22:00:00,108848.0,108931.5,108760.0,108853.1,619.277
2025-07-08 21:00:00,108583.2,108931.4,108567.0,108848.0,1143.557
2025-07-08 20:00:00,108728.6,108904.2,108582.1,108583.2,860.715
2025-07-08 19:00:00,109116.6,109116.7,108677.7,108728.6,1717.649
2025-07-08 18:00:00,108949.2,109126.2,108846.5,109116.6,2473.526
2025-07-08 17:00:00,108383.5,109056.1,108383.4,108949.2,5081.746
